55,Tim Quarterman\quartti01,SG,6-6,195,October 27 1994,us,R,Louisiana State University

8,Danilo Gallinari\gallida01,SF,6-10,225,August 8 1988,it,7,
21,Wilson Chandler\chandwi01,SF,6-8,225,May 10 1987,us,8,DePaul University
35,Kenneth Faried\farieke01,PF,6-8,228,November 19 1989,us,5,Morehead State University
14,Gary Harris\harriga01,SG,6-4,210,September 14 1994,us,2,Michigan State University
23,Jusuf Nurkic\nurkiju01,C,7-0,280,August 23 1994,ba,2,
0,Emmanuel Mudiay\mudiaem01,PG,6-5,200,March 5 1996,cd,1,
1,Jameer Nelson\nelsoja01,PG,6-0,190,February 9 1982,us,12,Saint Joseph's University
15,Nikola Jokic\jokicni01,PF,6-10,250,February 19 1995,rs,1,
5,Will Barton\bartowi01,SG,6-6,175,January 6 1991,us,4,University of Memphis
00,Darrell Arthur\arthuda01,PF,6-9,235,March 25 1988,us,7,University of Kansas
25,Malik Beasley\beaslma01,SG,6-5,196,November 26 1996,us,R,Florida State University
3,Mike Miller\millemi01,SF,6-8,218,February 19 1980,us,16,University of Florida
27,Jamal Murray\murraja01,SG,6-4,207,February 23 1997,ca,R,University of Kentucky
41,Juan Hernangomez\hernaju01,PF,6-9,230,September 28 1995,es,R,
12,Jarnell Stokes\stokeja01,PF,6-9,263,January 7 1994,us,2,University of Tennessee

9,Ricky Rubio\rubiori01,PG,6-4,194,October 21 1990,es,5,
15,Shabazz Muhammad\muhamsh01,SF,6-6,223,November 13 1992,us,3,University of California Los Angeles
5,Gorgui Dieng\dienggo01,PF,6-11,241,January 18 1990,sn,3,University of Louisville
14,Nikola Pekovic\pekovni01,C,6-11,307,January 3 1986,me,6,
22,Andrew Wiggins\wiggian01,SF,6-8,199,February 23 1995,ca,2,University of Kansas
8,Zach LaVine\lavinza01,SG,6-5,189,March 10 1995,us,2,University of California Los Angeles
33,Adreian Payne\paynead01,PF,6-10,237,February 19 1991,us,2,Michigan State University
32,Karl-Anthony Towns\townska01,C,7-0,244,November 15 1995,us,1,University of Kentucky
1,Tyus Jones\jonesty01,PG,6-2,195,May 10 1996,us,1,Duke University
88,Nemanja Bjelica\bjeline01,PF,6-10,240,May 9 1988,rs,1,
45,Cole Aldrich\aldrico01,C,6-11,250,October 31 1988,us,6,University of Kansas
3,Kris Dunn\dunnkr01,PG,6-4,210,March 18 1994,us,R,Providence College
4,Brandon Rush\rushbr01,SG,6-6,220,July 7 1985,us,8,University of Kansas
27,Jordan Hill\hilljo01,C,6-10,235,July 27 1987,us,7,University of Arizona
11,John Lucas III\lucasjo02,PG,5-11,166,November 21 1982,us,7,Oklahoma State University

32,Blake Griffin\griffbl01,PF,6-10,251,March 16 1989,us,6,University of Oklahoma
4,J.J. Redick\redicjj01,SG,6-4,190,June 24 1984,us,10,Duke University
3,Chris Paul\paulch01,PG,6-0,175,May 6 1985,us,11,Wake Forest University
34,Paul Pierce\piercpa01,SF,6-7,235,October 13 1977,us,18,University of Kansas
6,DeAndre Jordan\jordade01,C,6-11,265,July 21 1988,us,8,Texas A&M University
25,Austin Rivers\riverau01,SG,6-4,200,August 1 1992,us,4,Duke University
33,Wesley Johnson\johnswe01,SF,6-7,215,July 11 1987,us,6,Syracuse University
12,Luc Mbah a Moute\mbahalu01,PF,6-8,230,September 9 1986,cm,8,University of California Los Angeles
11,Jamal Crawford\crawfja01,SG,6-5,200,March 20 1980,us,16,University of Michigan
5,Marreese Speights\speigma01,C,6-10,255,August 4 1987,us,8,University of Florida
10,Brice Johnson\johnsbr02,PF,6-10,230,June 27 1994,us,R,University of North Carolina
0,Diamond Stone\stonedi01,C,6-11,255,February 10 1997,us,R,University of Maryland
2,Raymond Felton\feltora01,PG,6-1,205,June 26 1984,us,11,University of North Carolina
30,Brandon Bass\bassbr01,PF,6-8,250,April 30 1985,us,11,Louisiana State University
9,Alan Anderson\anderal01,SF,6-6,220,October 16 1982,us,7,Michigan State University

30,Stephen Curry\curryst01,PG,6-3,190,March 14 1988,us,7,Davidson College
11,Klay Thompson\thompkl01,SG,6-7,215,February 8 1990,us,5,Washington State University
9,Andre Iguodala\iguodan01,SF,6-6,215,January 28 1984,us,12,University of Arizona
34,Shaun Livingston\livinsh01,PG,6-7,192,September 11 1985,us,11,
5,Kevon Looney\looneke01,PF,6-9,220,February 6 1996,us,1,University of California Los Angeles
23,Draymond Green\greendr01,PF,6-7,230,March 4 1990,us,4,Michigan State University
35,Kevin Durant\duranke01,SF,6-9,240,September 29 1988,us,9,University of Texas at Austin
3,David West\westda01,PF,6-9,250,August 29 1980,us,13,Xavier University
0,Patrick McCaw\mccawpa01,SG,6-7,185,October 25 1995,us,R,University of Nevada Las Vegas
27,Zaza Pachulia\pachuza01,C,6-11,270,February 10 1984,ge,13,
15,Damian Jones\jonesda03,F-C,7-0,245,June 30 1995,us,R,Vanderbilt University
18,Anderson Varejao\varejan01,C,6-10,273,September 28 1982,br,12,
